congress,date,democrats_no,democrats_yes,independent_no,independent_yes,month,republican_no,republican_yes,result,total_no,total_not_voting,total_yes,vote_type,vote_uri,year
105,1997-07-17,12,33,0,0,7,0,55,Confirmed,12,0,88,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/187.json,1997
105,1997-07-17,6,39,0,0,7,11,44,Agreed to,17,0,83,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/186.json,1997
105,1997-07-17,2,43,0,0,7,6,48,Passed,8,1,91,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/185.json,1997
105,1997-07-17,39,6,0,0,7,38,16,Rejected,77,1,22,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/184.json,1997
105,1997-07-17,12,33,0,0,7,49,5,Rejected,61,1,38,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/183.json,1997
105,1997-07-16,22,22,0,0,7,38,16,Rejected,60,2,38,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/182.json,1997
105,1997-07-16,37,8,0,0,7,27,27,Rejected,64,1,35,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/181.json,1997
105,1997-07-16,0,45,0,0,7,0,54,Agreed to,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/180.json,1997
105,1997-07-16,0,45,0,0,7,0,54,Passed,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/179.json,1997
105,1997-07-16,3,42,0,0,7,1,53,Agreed to,4,1,95,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/178.json,1997
105,1997-07-15,33,12,0,0,7,9,44,Agreed to,42,2,56,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/177.json,1997
105,1997-07-15,4,41,0,0,7,0,53,Passed,4,2,94,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/176.json,1997
105,1997-07-15,32,13,0,0,7,51,2,Rejected,83,2,15,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/175.json,1997
105,1997-07-14,11,29,0,0,7,0,49,Agreed to,11,11,78,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/174.json,1997
105,1997-07-11,4,39,0,0,7,0,55,Passed,4,2,94,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/173.json,1997
105,1997-07-11,25,18,0,0,7,54,1,Rejected,79,2,19,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/172.json,1997
105,1997-07-11,3,41,0,0,7,53,2,Rejected,56,1,43,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/171.json,1997
105,1997-07-10,13,31,0,0,7,3,52,Agreed to,16,1,83,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/170.json,1997
105,1997-07-10,20,24,0,0,7,17,38,Agreed to,37,1,62,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/169.json,1997
105,1997-07-10,36,8,0,0,7,5,50,Agreed to,41,1,58,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/168.json,1997
105,1997-07-10,3,41,0,0,7,48,7,Rejected,51,1,48,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/167.json,1997
105,1997-07-10,6,38,0,0,7,21,34,Agreed to,27,1,72,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/166.json,1997
105,1997-07-09,20,24,0,0,7,13,42,Agreed to,33,1,66,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/165.json,1997
105,1997-07-09,0,44,0,0,7,0,54,Agreed to,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/164.json,1997
105,1997-07-09,40,4,0,0,7,13,42,Rejected,53,1,46,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/163.json,1997
105,1997-07-09,31,13,0,0,7,2,52,Agreed to,33,2,65,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/162.json,1997
105,1997-07-08,42,0,0,0,7,3,46,Rejected,45,9,46,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/161.json,1997
105,1997-09-30,7,35,0,0,9,20,34,Agreed to,27,3,69,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/263.json,1997
105,1997-09-30,0,44,0,0,9,0,55,Agreed to,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/262.json,1997
105,1997-09-30,0,44,0,0,9,0,55,Agreed to,0,1,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/261.json,1997
105,1997-09-30,40,4,0,0,9,1,54,Rejected,41,1,58,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/260.json,1997
105,1997-09-25,0,43,0,0,9,0,54,Confirmed,0,3,97,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/259.json,1997
105,1997-09-25,5,38,0,0,9,0,55,Agreed to,5,2,93,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/258.json,1997
105,1997-09-24,1,44,0,0,9,9,46,Agreed to,10,0,90,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/257.json,1997
105,1997-09-24,2,43,0,0,9,0,55,Passed,2,0,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/256.json,1997
105,1997-09-23,2,43,0,0,9,0,55,Agreed to,2,0,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/255.json,1997
105,1997-09-23,35,10,0,0,9,0,55,Agreed to,35,0,65,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/254.json,1997
105,1997-09-23,9,36,0,0,9,52,3,Rejected,61,0,39,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/253.json,1997
105,1997-09-23,5,40,0,0,9,54,0,Rejected,59,1,40,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/252.json,1997
105,1997-09-18,0,41,0,0,9,3,52,Passed,3,4,93,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/251.json,1997
105,1997-09-18,5,36,0,0,9,9,45,Agreed to,14,5,81,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/250.json,1997
105,1997-09-18,32,11,0,0,9,7,48,Sustained,39,2,59,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/249.json,1997
105,1997-09-18,39,4,0,0,9,25,30,Rejected,64,2,34,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/248.json,1997
105,1997-09-18,4,41,0,0,9,38,16,Agreed to,42,1,57,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/247.json,1997
105,1997-09-18,45,0,0,0,9,16,39,Rejected,61,0,39,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/246.json,1997
105,1997-09-17,44,1,0,0,9,19,35,Rejected,63,1,36,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/245.json,1997
105,1997-09-17,45,0,0,0,9,28,26,Rejected,73,1,26,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/244.json,1997
105,1997-09-17,4,41,0,0,9,47,8,Rejected,51,0,49,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/243.json,1997
105,1997-09-17,5,40,0,0,9,46,9,Rejected,51,0,49,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/242.json,1997
105,1997-09-17,45,0,0,0,9,32,23,Rejected,77,0,23,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/241.json,1997
105,1997-09-17,1,44,0,0,9,2,53,Agreed to,3,0,97,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/240.json,1997
105,1997-09-16,4,40,0,0,9,0,54,Agreed to,4,2,94,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/239.json,1997
105,1997-09-11,0,45,0,0,9,1,53,Confirmed,1,1,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/238.json,1997
105,1997-09-11,0,45,0,0,9,0,55,Confirmed,0,0,100,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/237.json,1997
105,1997-09-11,0,45,0,0,9,0,55,Confirmed,0,0,100,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/236.json,1997
105,1997-09-11,0,45,0,0,9,8,47,Passed,8,0,92,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/235.json,1997
105,1997-09-11,0,45,0,0,9,13,42,Agreed to,13,0,87,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/234.json,1997
105,1997-09-11,42,3,0,0,9,0,55,Agreed to,42,0,58,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/233.json,1997
105,1997-09-11,0,45,0,0,9,51,4,Rejected,51,0,49,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/232.json,1997
105,1997-09-10,0,44,0,0,9,3,52,Agreed to,3,1,96,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/231.json,1997
105,1997-09-10,2,42,0,0,9,6,49,Agreed to,8,1,91,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/230.json,1997
105,1997-09-10,19,25,0,0,9,53,2,Rejected,72,1,27,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/229.json,1997
105,1997-09-10,0,44,0,0,9,1,54,Agreed to,1,1,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/228.json,1997
105,1997-09-10,0,44,0,0,9,3,51,Agreed to,3,2,95,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/227.json,1997
105,1997-09-10,0,44,0,0,9,1,53,Agreed to,1,2,97,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/226.json,1997
105,1997-09-10,43,1,0,0,9,7,47,Rejected,50,2,48,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/225.json,1997
105,1997-09-10,1,42,0,0,9,48,6,Rejected,49,3,48,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/224.json,1997
105,1997-09-09,36,9,0,0,9,18,36,Rejected,54,1,45,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/223.json,1997
105,1997-09-09,0,44,0,0,9,0,54,Agreed to,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/222.json,1997
105,1997-09-08,0,39,0,0,9,4,45,Agreed to,4,12,84,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/221.json,1997
105,1997-09-05,5,38,0,0,9,0,51,Agreed to,5,6,89,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/220.json,1997
105,1997-09-04,0,44,0,0,9,0,52,Confirmed,0,4,96,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/219.json,1997
105,1997-09-04,0,45,0,0,9,0,51,Confirmed,0,4,96,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/218.json,1997
105,1997-09-04,41,3,0,0,9,1,53,Agreed to,42,2,56,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/217.json,1997
105,1997-09-04,0,43,0,0,9,0,54,Agreed to,0,3,97,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/216.json,1997
105,1997-09-04,45,0,0,0,9,15,38,Rejected,60,2,38,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/215.json,1997
105,1997-09-03,0,44,0,0,9,3,51,Agreed to,3,2,95,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/214.json,1997
105,1997-09-03,43,2,0,0,9,31,23,Rejected,74,1,25,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/213.json,1997
105,1997-09-03,44,1,0,0,9,26,27,Rejected,70,2,28,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/212.json,1997
105,1997-10-31,2,40,0,0,10,0,53,Agreed to,2,5,93,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/289.json,1997
105,1997-10-31,40,2,0,0,10,1,54,Rejected,41,3,56,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/288.json,1997
105,1997-10-30,18,27,0,0,10,12,42,Passed,30,1,69,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/287.json,1997
105,1997-10-30,0,44,0,0,10,0,54,Confirmed,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/286.json,1997
105,1997-10-29,14,30,0,0,10,6,48,Agreed to,20,2,78,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/285.json,1997
105,1997-10-29,0,45,0,0,10,1,54,Confirmed,1,0,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/284.json,1997
105,1997-10-28,8,36,0,0,10,6,48,Agreed to,14,2,84,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/283.json,1997
105,1997-10-28,45,0,0,0,10,3,52,Rejected,48,0,52,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/282.json,1997
105,1997-10-27,0,40,0,0,10,0,51,Confirmed,0,9,91,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/281.json,1997
105,1997-10-27,0,39,0,0,10,0,51,Confirmed,0,10,90,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/280.json,1997
105,1997-10-27,0,40,0,0,10,0,51,Confirmed,0,9,91,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/279.json,1997
105,1997-10-24,43,0,0,0,10,6,43,Rejected,49,8,43,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/278.json,1997
105,1997-10-23,43,0,0,0,10,7,48,Rejected,50,2,48,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/277.json,1997
105,1997-10-23,0,45,0,0,10,0,55,Agreed to,0,0,100,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/276.json,1997
105,1997-10-23,45,0,0,0,10,7,48,Rejected,52,0,48,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/275.json,1997
105,1997-10-09,45,0,0,0,10,3,51,Rejected,48,1,51,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/274.json,1997
105,1997-10-09,0,45,0,0,10,47,7,Rejected,47,1,52,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/273.json,1997
105,1997-10-08,43,2,0,0,10,2,52,Agreed to,45,1,54,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/272.json,1997
105,1997-10-08,0,44,0,0,10,4,50,Agreed to,4,2,94,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/271.json,1997
105,1997-10-08,0,45,0,0,10,47,7,Rejected,47,1,52,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/270.json,1997
105,1997-10-07,1,44,0,0,10,0,55,Agreed to,1,0,99,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/269.json,1997
105,1997-10-07,1,44,0,0,10,0,55,Agreed to,1,0,99,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/268.json,1997
105,1997-10-07,0,45,0,0,10,47,8,Rejected,47,0,53,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/267.json,1997
105,1997-10-07,45,0,0,0,10,3,52,Rejected,48,0,52,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/266.json,1997
105,1997-10-01,43,1,0,0,10,54,1,Rejected,97,1,2,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/265.json,1997
105,1997-10-01,16,29,0,0,10,29,26,Agreed to,45,0,55,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/264.json,1997
105,1997-11-08,0,44,0,0,11,4,47,Agreed to,4,5,91,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/298.json,1997
105,1997-11-07,0,45,0,0,11,6,48,Confirmed,6,1,93,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/297.json,1997
105,1997-11-06,6,39,0,0,11,4,51,Agreed to,10,0,90,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/296.json,1997
105,1997-11-06,0,44,0,0,11,1,54,Confirmed,1,1,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/295.json,1997
105,1997-11-05,19,26,0,0,11,12,42,Agreed to,31,1,68,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/294.json,1997
105,1997-11-05,0,45,0,0,11,0,55,Confirmed,0,0,100,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/293.json,1997
105,1997-11-04,19,26,0,0,11,12,43,Agreed to,31,0,69,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/292.json,1997
105,1997-11-04,43,2,0,0,11,1,54,Rejected,44,0,56,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/291.json,1997
105,1997-11-03,0,40,0,0,11,0,52,Confirmed,0,8,92,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/1/votes/290.json,1997
105,1998-01-28,0,43,0,0,1,30,24,Confirmed,30,3,67,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/1.json,1998
105,1998-02-26,44,0,0,0,2,10,45,Rejected,54,1,45,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/17.json,1998
105,1998-02-26,0,44,0,0,2,48,7,Rejected,48,1,51,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/16.json,1998
105,1998-02-25,43,0,0,0,2,7,48,Rejected,50,2,48,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/15.json,1998
105,1998-02-25,42,0,0,0,2,8,47,Rejected,50,3,47,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/14.json,1998
105,1998-02-25,11,32,0,0,2,9,46,Veto Overridden,20,2,78,2/3,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/13.json,1998
105,1998-02-24,44,0,0,0,2,7,48,Rejected,51,1,48,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/12.json,1998
105,1998-02-11,0,42,0,0,2,28,25,Confirmed,28,5,67,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/11.json,1998
105,1998-02-11,42,0,0,0,2,12,42,Rejected,54,4,42,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/10.json,1998
105,1998-02-10,0,44,0,0,2,35,19,Confirmed,35,2,63,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/9.json,1998
105,1998-02-10,0,44,0,0,2,23,31,Agreed to,23,2,75,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/8.json,1998
105,1998-02-04,22,22,0,0,2,0,54,Passed,22,2,76,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/7.json,1998
105,1998-02-04,10,34,0,0,2,53,1,Rejected,63,2,35,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/6.json,1998
105,1998-02-04,34,10,0,0,2,2,52,Agreed to,36,2,62,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/5.json,1998
105,1998-02-04,9,35,0,0,2,54,0,Rejected,63,2,35,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/4.json,1998
105,1998-02-03,0,42,0,0,2,0,54,Confirmed,0,4,96,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/3.json,1998
105,1998-02-03,0,42,0,0,2,0,54,Confirmed,0,4,96,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/2.json,1998
105,1998-03-31,0,44,0,0,3,48,6,Rejected,48,2,50,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/52.json,1998
105,1998-03-31,2,42,0,0,3,17,37,Agreed to,19,2,79,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/51.json,1998
105,1998-03-31,0,44,0,0,3,52,2,Rejected,52,2,46,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/50.json,1998
105,1998-03-31,0,44,0,0,3,0,52,Agreed to,0,4,96,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/49.json,1998
105,1998-03-27,0,44,0,0,3,11,36,Confirmed,11,9,80,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/48.json,1998
105,1998-03-26,30,15,0,0,3,24,30,Rejected,54,1,45,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/47.json,1998
105,1998-03-26,42,3,0,0,3,0,55,Rejected,42,0,58,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/46.json,1998
105,1998-03-26,45,0,0,0,3,4,51,Agreed to,49,0,51,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/45.json,1998
105,1998-03-26,2,43,0,0,3,14,41,Agreed to,16,0,84,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/44.json,1998
105,1998-03-25,10,35,0,0,3,0,55,Agreed to,10,0,90,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/43.json,1998
105,1998-03-25,3,42,0,0,3,28,26,Agreed to,31,1,68,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/42.json,1998
105,1998-03-25,3,42,0,0,3,5,50,Agreed to,8,0,92,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/41.json,1998
105,1998-03-24,3,42,0,0,3,21,34,Agreed to,24,0,76,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/40.json,1998
105,1998-03-23,11,29,0,0,3,20,32,Agreed to,31,8,61,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/39.json,1998
105,1998-03-19,44,0,0,0,3,0,55,Rejected,44,1,55,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/38.json,1998
105,1998-03-18,0,44,0,0,3,0,54,Agreed to,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/37.json,1998
105,1998-03-18,44,0,0,0,3,0,55,Agreed to,44,1,55,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/36.json,1998
105,1998-03-17,0,43,0,0,3,0,55,Confirmed,0,2,98,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/35.json,1998
105,1998-03-17,24,19,0,0,3,0,55,Agreed to,24,2,74,3/5,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/34.json,1998
105,1998-03-16,0,39,0,0,3,0,51,Confirmed,0,10,90,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/33.json,1998
105,1998-03-13,0,44,0,0,3,0,49,Agreed to,0,7,93,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/32.json,1998
105,1998-03-12,1,44,0,0,3,4,51,Agreed to,5,0,95,1/2,https://api.propublica.org/congress/v1/105/senate/sessions/2/votes/31.json,1998
